Season,T1_ID,T2_ID,WScore,LScore,Target,SeasonAvgScore_T1,SeasonWinRatio_T1,TeamName_T1,SeedNumber_T1,SeasonAvgScore_T2,SeasonWinRatio_T2,TeamName_T2,SeedNumber_T2,Gender
1990,1424,1181,103,73,1,88.9655172413793,0.8529411764705882,UNLV,1.0,86.20833333333334,0.75,Duke,3.0,Men
2017,1211,1452,61,58,1,78.0,0.9696969696969697,Gonzaga,1.0,79.8173076923077,0.7647058823529411,West Virginia,4.0,Men
1993,1462,1309,73,55,1,73.53181818181818,0.8148148148148148,Xavier,9.0,66.68666666666667,0.8928571428571429,New Orleans,8.0,Men
2005,1181,1175,57,46,1,78.66,0.8333333333333334,Duke,1.0,61.491902834008094,0.59375,Delaware St,16.0,Men
2003,1112,1436,80,51,1,81.6,0.8928571428571429,Arizona,1.0,65.99473684210525,0.6551724137931034,Vermont,16.0,Men
2021,1211,1425,85,66,1,46.05769230769231,1.0,Gonzaga,1.0,70.75,0.7586206896551724,USC,6.0,Men
1988,1276,1129,63,58,1,82.73913043478261,0.7666666666666667,Michigan,3.0,65.43181818181819,0.8148148148148148,Boise St,14.0,Men
1993,1246,1199,106,81,1,86.14102564102564,0.896551724137931,Kentucky,1.0,84.26262626262627,0.7096774193548387,Florida St,3.0,Men
1995,1438,1242,67,58,1,75.14204545454545,0.7333333333333333,Virginia,4.0,77.75,0.8148148148148148,Kansas,1.0,Men
2005,1246,1153,69,60,1,68.48,0.8333333333333334,Kentucky,2.0,73.38690476190476,0.7741935483870968,Cincinnati,7.0,Men
1994,1257,1129,67,58,1,76.56153846153846,0.8387096774193549,Louisville,3.0,71.08181818181818,0.5769230769230769,Boise St,14.0,Men
1993,1443,1272,55,52,1,85.70833333333334,0.8275862068965517,WKU,7.0,73.48989898989899,0.6206896551724138,Memphis,10.0,Men
1989,1276,1438,102,65,1,85.35714285714286,0.7777777777777778,Michigan,3.0,78.03947368421052,0.6551724137931034,Virginia,5.0,Men
1994,1281,1458,109,96,1,79.02083333333333,0.8888888888888888,Missouri,1.0,74.15882352941176,0.6296296296296297,Wisconsin,9.0,Men
2019,1403,1138,78,58,1,68.4423076923077,0.8125,Texas Tech,3.0,83.85,0.9090909090909091,Buffalo,6.0,Men
2005,1449,1334,97,79,1,83.3076923076923,0.8387096774193549,Washington,1.0,67.8076923076923,0.896551724137931,Pacific,8.0,Men
1985,1437,1314,56,44,1,70.11315789473684,0.6551724137931034,Villanova,8.0,72.33967391304347,0.7419354838709677,North Carolina,2.0,Men
1994,1112,1259,81,55,1,86.88,0.8333333333333334,Arizona,2.0,78.88480392156863,0.5862068965517241,Loyola MD,15.0,Men
2014,1458,1112,64,63,1,71.04945054945054,0.7878787878787878,Wisconsin,2.0,68.7,0.8823529411764706,Arizona,1.0,Men
1988,1210,1235,90,78,1,77.9047619047619,0.7,Georgia Tech,5.0,88.12200956937798,0.6333333333333333,Iowa St,12.0,Men
1992,1246,1269,87,77,1,79.82692307692308,0.8125,Kentucky,2.0,75.9537037037037,0.8709677419354839,Massachusetts,3.0,Men
2001,1323,1462,83,71,1,75.64619883040936,0.6785714285714286,Notre Dame,6.0,69.16666666666666,0.75,Xavier,11.0,Men
1997,1409,1131,81,52,1,69.50483091787439,0.71875,Tulsa,5.0,65.715,0.8620689655172413,Boston Univ,12.0,Men
2017,1243,1448,95,88,1,70.98076923076923,0.6060606060606061,Kansas St,11.0,81.70242914979757,0.59375,Wake Forest,11.0,Men
2024,1104,1155,89,82,1,88.53679653679654,0.65625,Alabama,4.0,75.9025974025974,0.65625,Clemson,6.0,Men
1997,1246,1234,75,69,1,77.98706896551724,0.8787878787878788,Kentucky,1.0,69.33888888888889,0.6896551724137931,Iowa,8.0,Men
1998,1350,1376,62,61,1,68.05844155844156,0.7586206896551724,Richmond,14.0,69.19155844155844,0.7586206896551724,South Carolina,3.0,Men
1987,1323,1395,58,57,1,62.48701298701299,0.7586206896551724,Notre Dame,5.0,70.0,0.7931034482758621,TCU,4.0,Men
2008,1314,1450,68,47,1,84.15625,0.9411764705882353,North Carolina,1.0,65.625,0.75,Washington St,4.0,Men
1993,1269,1335,54,50,1,69.32608695652175,0.7931034482758621,Massachusetts,3.0,68.64772727272728,0.8461538461538461,Penn,14.0,Men
2009,1156,1448,84,69,1,63.34090909090909,0.6875,Cleveland St,13.0,77.60416666666666,0.8,Wake Forest,4.0,Men
1999,1268,1434,82,60,1,82.08,0.8333333333333334,Maryland,2.0,68.74632352941177,0.68,Valparaiso,15.0,Men
2000,1277,1235,75,64,1,71.40384615384616,0.7878787878787878,Michigan St,1.0,72.95192307692308,0.8666666666666667,Iowa St,2.0,Men
1989,1177,1272,66,63,1,75.76315789473685,0.6333333333333333,DePaul,12.0,79.05,0.6666666666666666,Memphis,5.0,Men
1993,1143,1261,66,64,1,77.25328947368422,0.7037037037037037,California,6.0,76.44090909090909,0.6875,LSU,11.0,Men
1991,1242,1309,55,49,1,81.5952380952381,0.75,Kansas,3.0,71.82142857142857,0.7586206896551724,New Orleans,14.0,Men
2022,1274,1235,70,56,1,72.77826086956522,0.696969696969697,Miami FL,10.0,64.54166666666667,0.625,Iowa St,11.0,Men
2000,1277,1434,65,38,1,71.40384615384616,0.7878787878787878,Michigan St,1.0,64.22916666666667,0.5714285714285714,Valparaiso,16.0,Men
2021,1417,1104,88,78,1,71.33986928104575,0.6538461538461539,UCLA,11.0,73.66666666666667,0.8,Alabama,2.0,Men
2019,1277,1261,80,63,1,76.60119047619048,0.8235294117647058,Michigan St,2.0,80.07692307692308,0.8125,LSU,3.0,Men
2000,1235,1120,79,60,1,72.95192307692308,0.8666666666666667,Iowa St,2.0,68.57828282828282,0.7096774193548387,Auburn,7.0,Men
2002,1356,1403,76,68,1,73.95879120879121,0.7878787878787878,S Illinois,11.0,75.61684782608695,0.7419354838709677,Texas Tech,6.0,Men
2024,1266,1160,81,77,1,74.03999999999999,0.7352941176470589,Marquette,2.0,76.55416666666667,0.7058823529411765,Colorado,10.0,Men
2014,1400,1113,87,85,1,72.75869565217391,0.696969696969697,Texas,7.0,72.72943722943722,0.65625,Arizona St,10.0,Men
1985,1210,1273,65,58,1,68.25595238095238,0.7741935483870968,Georgia Tech,2.0,75.65,0.7142857142857143,Mercer,15.0,Men
2008,1417,1443,88,78,1,68.46666666666667,0.9090909090909091,UCLA,1.0,73.91,0.8064516129032258,WKU,12.0,Men
1991,1242,1314,79,73,1,81.5952380952381,0.75,Kansas,3.0,83.86,0.8333333333333334,North Carolina,1.0,Men
2003,1400,1421,82,61,1,79.6969696969697,0.7857142857142857,Texas,1.0,71.98798076923077,0.4482758620689655,UNC Asheville,16.0,Men
1991,1166,1308,64,56,1,75.17701863354037,0.7666666666666667,Creighton,11.0,80.42272727272727,0.8148148148148148,New Mexico St,6.0,Men
2007,1207,1435,66,65,1,64.12179487179488,0.8125,Georgetown,2.0,74.25837320574163,0.6333333333333333,Vanderbilt,6.0,Men
2006,1272,1331,94,78,1,74.35,0.9090909090909091,Memphis,1.0,72.98181818181817,0.6451612903225806,Oral Roberts,16.0,Men
1993,1199,1408,94,63,1,84.26262626262627,0.7096774193548387,Florida St,3.0,74.4125,0.7142857142857143,Tulane,11.0,Men
2007,1207,1314,96,84,1,64.12179487179488,0.8125,Georgetown,2.0,84.13095238095238,0.8235294117647058,North Carolina,1.0,Men
2012,1246,1257,69,61,1,72.609375,0.9411764705882353,Kentucky,1.0,65.36111111111111,0.7428571428571429,Louisville,4.0,Men
1986,1228,1193,75,51,1,69.54444444444445,0.6896551724137931,Illinois,4.0,64.32246376811594,0.7931034482758621,Fairfield,13.0,Men
2000,1390,1354,84,65,1,79.81333333333333,0.8928571428571429,Stanford,1.0,68.99615384615385,0.6060606060606061,S Carolina St,16.0,Men
2018,1452,1293,85,68,1,77.71666666666667,0.7058823529411765,West Virginia,5.0,73.825,0.8275862068965517,Murray St,12.0,Men
2005,1235,1278,64,53,1,67.26262626262626,0.6206896551724138,Iowa St,9.0,66.31666666666666,0.6774193548387096,Minnesota,8.0,Men
2007,1401,1335,68,52,1,73.22333333333333,0.8064516129032258,Texas A&M,3.0,73.04166666666666,0.7241379310344828,Penn,14.0,Men
1999,1120,1457,80,41,1,76.12962962962962,0.9,Auburn,1.0,64.36666666666666,0.7142857142857143,Winthrop,16.0,Men
2009,1314,1328,72,60,1,85.60185185185185,0.8709677419354839,North Carolina,1.0,76.91111111111111,0.84375,Oklahoma,2.0,Men
2009,1314,1211,98,77,1,85.60185185185185,0.8709677419354839,North Carolina,1.0,73.84,0.8333333333333334,Gonzaga,4.0,Men
2015,1277,1257,76,70,1,70.79841897233202,0.6764705882352942,Michigan St,7.0,65.4375,0.75,Louisville,4.0,Men
1999,1178,1417,56,53,1,60.686956521739134,0.8214285714285714,Detroit,12.0,74.2784090909091,0.7333333333333333,UCLA,5.0,Men
1989,1207,1343,50,49,1,78.3409090909091,0.8461538461538461,Georgetown,1.0,55.41176470588235,0.7083333333333334,Princeton,16.0,Men
2010,1139,1293,54,52,1,68.33928571428572,0.875,Butler,5.0,74.33928571428572,0.875,Murray St,13.0,Men
2004,1301,1418,61,52,1,70.71388888888889,0.6896551724137931,NC State,3.0,73.06944444444444,0.6923076923076923,Louisiana,14.0,Men
2018,1437,1347,87,61,1,84.21666666666667,0.8823529411764706,Villanova,1.0,66.06666666666666,0.625,Radford,16.0,Men
2022,1277,1172,74,73,1,70.38257575757575,0.6470588235294118,Michigan St,7.0,71.24358974358975,0.8125,Davidson,10.0,Men
2000,1409,1424,89,62,1,75.9655172413793,0.8787878787878788,Tulsa,7.0,80.18012422360249,0.7666666666666667,UNLV,10.0,Men
2012,1436,1249,71,59,1,64.73122529644269,0.6764705882352942,Vermont,16.0,70.3982683982684,0.65625,Lamar,16.0,Men
2005,1210,1203,80,68,1,73.12679425837321,0.6333333333333333,Georgia Tech,5.0,73.16558441558442,0.7586206896551724,G Washington,12.0,Men
2014,1397,1273,83,63,1,68.35,0.625,Tennessee,11.0,75.62228260869566,0.7419354838709677,Mercer,14.0,Men
1991,1424,1428,83,66,1,50.36666666666667,1.0,UNLV,1.0,66.43333333333334,0.8928571428571429,Utah,4.0,Men
2004,1163,1181,79,78,1,74.12962962962962,0.8181818181818182,Connecticut,2.0,78.3037037037037,0.84375,Duke,1.0,Men
2021,1160,1207,96,73,1,70.5965909090909,0.7333333333333333,Colorado,5.0,71.17948717948718,0.52,Georgetown,12.0,Men
2003,1328,1139,65,54,1,65.54166666666667,0.8,Oklahoma,1.0,66.6125,0.8275862068965517,Butler,12.0,Men
2021,1417,1140,73,62,1,71.33986928104575,0.6538461538461539,UCLA,11.0,74.63157894736841,0.76,BYU,6.0,Men
1992,1190,1112,87,80,1,83.67619047619047,0.8076923076923077,ETSU,14.0,79.97916666666667,0.8,Arizona,3.0,Men
2023,1274,1222,89,75,1,77.40857142857143,0.78125,Miami FL,5.0,68.99462365591398,0.9117647058823529,Houston,1.0,Men
1999,1328,1150,85,72,1,68.83157894736841,0.6551724137931034,Oklahoma,13.0,66.35909090909091,0.6875,Charlotte,5.0,Men
1986,1437,1439,71,62,1,68.6923076923077,0.6176470588235294,Villanova,10.0,78.39880952380952,0.7241379310344828,Virginia Tech,7.0,Men
2024,1301,1181,76,64,1,75.12662337662337,0.6111111111111112,NC State,11.0,78.35416666666666,0.75,Duke,4.0,Men
2005,1228,1305,71,59,1,70.921875,0.9696969696969697,Illinois,1.0,69.16304347826087,0.7931034482758621,Nevada,9.0,Men
1985,1120,1242,66,64,1,69.60606060606061,0.6206896551724138,Auburn,11.0,73.04037267080746,0.7666666666666667,Kansas,3.0,Men
1999,1279,1437,72,70,1,74.41666666666666,0.5714285714285714,Mississippi,9.0,74.025,0.6666666666666666,Villanova,8.0,Men
2003,1163,1390,85,74,1,76.5952380952381,0.7,Connecticut,5.0,70.21739130434783,0.7419354838709677,Stanford,4.0,Men
2004,1210,1130,57,54,1,77.13043478260869,0.71875,Georgia Tech,3.0,66.89855072463769,0.71875,Boston College,6.0,Men
2025,1196,1163,77,75,1,81.875,0.8823529411764706,Florida,1.0,75.41739130434783,0.696969696969697,Connecticut,8.0,Men
1991,1163,1261,79,62,1,72.12647058823529,0.6296296296296297,Connecticut,11.0,87.98245614035088,0.6785714285714286,LSU,6.0,Men
2009,1181,1400,74,69,1,74.875,0.8235294117647058,Duke,2.0,70.97727272727272,0.6666666666666666,Texas,7.0,Men
1988,1328,1120,107,87,1,92.01666666666667,0.9090909090909091,Oklahoma,1.0,74.83529411764707,0.6296296296296297,Auburn,8.0,Men
2008,1338,1331,82,63,1,69.99145299145299,0.7428571428571429,Pittsburgh,4.0,66.01902173913044,0.7419354838709677,Oral Roberts,13.0,Men
2005,1449,1285,88,77,1,83.3076923076923,0.8387096774193549,Washington,1.0,68.5,0.5714285714285714,Montana,16.0,Men
1996,1242,1354,92,54,1,75.265,0.8620689655172413,Kansas,2.0,68.76071428571429,0.7407407407407407,S Carolina St,15.0,Men
2013,1455,1247,72,58,1,66.86538461538461,0.7647058823529411,Wichita St,9.0,69.92857142857143,0.7,La Salle,13.0,Men
1995,1314,1246,74,61,1,80.94166666666666,0.8275862068965517,North Carolina,2.0,85.45,0.8620689655172413,Kentucky,1.0,Men
2019,1326,1235,62,59,1,68.35902255639098,0.5757575757575758,Ohio St,11.0,76.06916996047431,0.6764705882352942,Iowa St,6.0,Men
2010,1388,1437,75,68,1,74.24000000000001,0.8333333333333334,St Mary's CA,10.0,79.31845238095238,0.7741935483870968,Villanova,2.0,Men
1989,1207,1301,69,61,1,78.3409090909091,0.8461538461538461,Georgetown,1.0,80.125,0.7142857142857143,NC State,5.0,Men
1988,1234,1199,102,98,1,90.48484848484848,0.7096774193548387,Iowa,5.0,81.3078947368421,0.6551724137931034,Florida St,12.0,Men
2013,1257,1299,79,48,1,72.5,0.8529411764705882,Louisville,1.0,61.21180555555556,0.5294117647058824,NC A&T,16.0,Men
2025,1104,1388,80,66,1,88.10499999999999,0.7575757575757576,Alabama,2.0,68.9037037037037,0.84375,St Mary's CA,7.0,Men
2003,1328,1354,71,54,1,65.54166666666667,0.8,Oklahoma,1.0,70.725,0.6666666666666666,S Carolina St,16.0,Men
1999,1166,1257,62,58,1,75.77678571428572,0.7241379310344828,Creighton,10.0,73.81842105263158,0.6551724137931034,Louisville,7.0,Men
2004,1228,1293,72,53,1,67.52083333333333,0.8,Illinois,5.0,72.47999999999999,0.8333333333333334,Murray St,12.0,Men
2010,1277,1268,85,83,1,71.08333333333334,0.75,Michigan St,5.0,75.7215909090909,0.7333333333333333,Maryland,4.0,Men
2018,1393,1277,55,53,1,66.44038461538462,0.6060606060606061,Syracuse,11.0,76.34913793103448,0.8787878787878788,Michigan St,3.0,Men
1988,1177,1455,83,62,1,75.5952380952381,0.75,DePaul,5.0,72.68713450292398,0.6785714285714286,Wichita St,12.0,Men
2024,1163,1104,86,72,1,73.43010752688171,0.9117647058823529,Connecticut,1.0,88.53679653679654,0.65625,Alabama,4.0,Men
1992,1269,1393,77,71,1,75.9537037037037,0.8709677419354839,Massachusetts,3.0,73.75396825396825,0.7,Syracuse,6.0,Men
1999,1163,1307,78,56,1,67.76785714285714,0.9333333333333333,Connecticut,1.0,69.25,0.7419354838709677,New Mexico,9.0,Men
1989,1323,1435,81,65,1,77.1125,0.7142857142857143,Notre Dame,9.0,76.18589743589743,0.5806451612903226,Vanderbilt,8.0,Men
2000,1314,1390,60,53,1,76.13675213675214,0.5806451612903226,North Carolina,8.0,79.81333333333333,0.8928571428571429,Stanford,1.0,Men
2002,1208,1293,85,68,1,74.27777777777777,0.7,Georgia,3.0,76.1096256684492,0.6071428571428571,Murray St,14.0,Men
2025,1403,1179,77,64,1,78.5175,0.7575757575757576,Texas Tech,3.0,66.01190476190476,0.9032258064516129,Drake,11.0,Men
1994,1242,1151,102,73,1,75.97619047619048,0.7741935483870968,Kansas,4.0,78.92857142857142,0.7777777777777778,Chattanooga,13.0,Men
2000,1235,1417,80,56,1,72.95192307692308,0.8666666666666667,Iowa St,2.0,73.33492822966508,0.6333333333333333,UCLA,6.0,Men
1994,1130,1450,67,64,1,76.25526315789475,0.6551724137931034,Boston College,9.0,74.61666666666667,0.6428571428571429,Washington St,8.0,Men
2016,1393,1292,75,50,1,69.44331983805668,0.59375,Syracuse,10.0,69.96212121212122,0.7096774193548387,MTSU,15.0,Men
2025,1181,1104,85,65,1,77.72043010752688,0.9117647058823529,Duke,1.0,88.10499999999999,0.7575757575757576,Alabama,2.0,Men
2008,1417,1462,76,57,1,68.46666666666667,0.9090909090909091,UCLA,1.0,69.69444444444444,0.8181818181818182,Xavier,3.0,Men
1995,1280,1428,78,64,1,71.43928571428572,0.7407407407407407,Mississippi St,5.0,72.22,0.8333333333333334,Utah,4.0,Men
2022,1211,1272,82,78,1,81.41666666666666,0.896551724137931,Gonzaga,1.0,73.05714285714285,0.6774193548387096,Memphis,9.0,Men
1998,1314,1150,93,83,1,79.91666666666667,0.9090909090909091,North Carolina,1.0,72.13947368421053,0.6551724137931034,Charlotte,8.0,Men
1992,1210,1222,65,60,1,79.0909090909091,0.65625,Georgia Tech,7.0,72.325,0.8275862068965517,Houston,10.0,Men
2001,1277,1396,69,62,1,70.95833333333334,0.8571428571428571,Michigan St,1.0,68.14285714285714,0.6363636363636364,Temple,11.0,Men
2004,1329,1272,70,53,1,76.78846153846155,0.896551724137931,Oklahoma St,2.0,71.71428571428572,0.75,Memphis,7.0,Men
2014,1107,1291,71,64,1,65.15476190476191,0.5625,SUNY Albany,16.0,76.25,0.5,Mt St Mary's,16.0,Men
2021,1333,1260,65,58,1,68.48958333333334,0.5714285714285714,Oregon St,12.0,67.9659090909091,0.8461538461538461,Loyola-Chicago,8.0,Men
1989,1276,1375,91,82,1,85.35714285714286,0.7777777777777778,Michigan,3.0,89.7172619047619,0.7241379310344828,South Alabama,11.0,Men
1994,1231,1325,84,72,1,79.48026315789474,0.7037037037037037,Indiana,5.0,77.88509316770187,0.7666666666666667,Ohio,12.0,Men
2001,1181,1112,82,72,1,88.11637931034483,0.8787878787878788,Duke,1.0,78.00324675324674,0.7586206896551724,Arizona,2.0,Men
2014,1163,1437,77,65,1,67.44711538461539,0.7647058823529411,Connecticut,7.0,74.125,0.875,Villanova,2.0,Men
2002,1104,1194,86,78,1,70.06043956043956,0.7878787878787878,Alabama,2.0,72.41666666666666,0.6428571428571429,FL Atlantic,15.0,Men
2021,1101,1400,53,52,1,71.34868421052632,0.8260869565217391,Abilene Chr,14.0,73.89473684210526,0.7307692307692307,Texas,3.0,Men
1991,1428,1277,85,84,1,66.43333333333334,0.8928571428571429,Utah,4.0,70.42222222222222,0.6428571428571429,Michigan St,5.0,Men
1993,1448,1151,81,58,1,74.84210526315789,0.7037037037037037,Wake Forest,5.0,79.95454545454545,0.7857142857142857,Chattanooga,12.0,Men
2001,1279,1323,59,56,1,69.06547619047619,0.7741935483870968,Mississippi,3.0,75.64619883040936,0.6785714285714286,Notre Dame,6.0,Men
2006,1196,1206,73,58,1,76.63888888888889,0.8181818181818182,Florida,3.0,66.22981366459628,0.7666666666666667,George Mason,11.0,Men
2018,1403,1196,69,66,1,72.25,0.7272727272727273,Texas Tech,3.0,74.15,0.625,Florida,6.0,Men
2007,1332,1424,76,72,1,73.9532967032967,0.7878787878787878,Oregon,3.0,71.25925925925927,0.8181818181818182,UNLV,7.0,Men
2014,1314,1344,79,77,1,73.64734299516908,0.71875,North Carolina,6.0,71.3498023715415,0.6764705882352942,Providence,11.0,Men
2024,1361,1463,85,57,1,72.22727272727272,0.6875,San Diego St,5.0,71.93333333333334,0.6896551724137931,Yale,13.0,Men
2006,1437,1284,58,45,1,72.195,0.8620689655172413,Villanova,1.0,64.39285714285714,0.5625,Monmouth NJ,16.0,Men
2010,1143,1257,77,62,1,75.94347826086957,0.696969696969697,California,8.0,74.775,0.625,Louisville,9.0,Men
2021,1393,1452,75,72,1,74.22222222222223,0.64,Syracuse,11.0,77.30555555555554,0.6666666666666666,West Virginia,3.0,Men
2025,1279,1235,91,78,1,75.95454545454545,0.6666666666666666,Mississippi,6.0,77.125,0.7272727272727273,Iowa St,3.0,Men
1993,1153,1438,71,54,1,68.9375,0.8571428571428571,Cincinnati,2.0,71.82456140350877,0.6785714285714286,Virginia,6.0,Men
2022,1344,1355,66,57,1,68.04,0.8333333333333334,Providence,4.0,82.19642857142857,0.875,S Dakota St,13.0,Men
2004,1329,1186,75,56,1,76.78846153846155,0.896551724137931,Oklahoma St,2.0,69.67708333333334,0.5714285714285714,E Washington,15.0,Men
2021,1425,1332,82,68,1,70.75,0.7586206896551724,USC,6.0,71.91666666666666,0.7692307692307693,Oregon,7.0,Men
1994,1203,1412,51,46,1,67.88770053475936,0.6071428571428571,G Washington,10.0,68.82142857142857,0.7586206896551724,UAB,7.0,Men
1990,1277,1364,62,58,1,72.8923076923077,0.8387096774193549,Michigan St,1.0,75.375,0.7142857142857143,UC Santa Barbara,9.0,Men
1986,1386,1350,60,59,1,64.78,0.8333333333333334,St Joseph's PA,6.0,65.39855072463769,0.7931034482758621,Richmond,11.0,Men
2019,1125,1396,81,70,1,81.88,0.8333333333333334,Belmont,11.0,72.08454106280193,0.71875,Temple,11.0,Men
2021,1260,1210,71,60,1,67.9659090909091,0.8461538461538461,Loyola-Chicago,8.0,74.15808823529412,0.68,Georgia Tech,9.0,Men
2006,1417,1211,73,71,1,67.63888888888889,0.8181818181818182,UCLA,2.0,78.57407407407408,0.9,Gonzaga,3.0,Men
2016,1163,1160,74,67,1,69.87916666666666,0.7058823529411765,Connecticut,9.0,72.62770562770562,0.65625,Colorado,8.0,Men
2016,1401,1320,92,88,1,73.0,0.7647058823529411,Texas A&M,3.0,66.28571428571428,0.6363636363636364,Northern Iowa,11.0,Men
2018,1155,1120,84,53,1,69.78019323671498,0.71875,Clemson,5.0,79.64,0.78125,Auburn,4.0,Men
1990,1123,1257,62,60,1,65.70454545454545,0.7857142857142857,Ball St,12.0,81.27428571428572,0.78125,Louisville,4.0,Men
2007,1439,1228,54,52,1,70.0,0.6451612903225806,Virginia Tech,5.0,62.496047430830046,0.6764705882352942,Illinois,12.0,Men
2016,1114,1345,85,83,1,69.04166666666666,0.8709677419354839,Ark Little Rock,12.0,73.5,0.7647058823529411,Purdue,5.0,Men
2021,1166,1364,63,62,1,74.425,0.7142857142857143,Creighton,5.0,69.65,0.8333333333333334,UC Santa Barbara,12.0,Men
2006,1285,1305,87,79,1,77.14285714285714,0.7777777777777778,Montana,12.0,70.11538461538461,0.8387096774193549,Nevada,5.0,Men
2019,1459,1371,84,68,1,74.875,0.8666666666666667,Wofford,7.0,72.9,0.6060606060606061,Seton Hall,10.0,Men
2024,1447,1224,71,68,1,61.83095238095238,0.4827586206896552,Wagner,16.0,74.65625,0.5,Howard,16.0,Men
2023,1211,1417,79,76,1,78.96296296296296,0.84375,Gonzaga,3.0,69.8103448275862,0.8529411764705882,UCLA,2.0,Men
2025,1181,1291,93,49,1,77.72043010752688,0.9117647058823529,Duke,1.0,67.58333333333334,0.6363636363636364,Mt St Mary's,16.0,Men
1992,1314,1275,68,63,1,83.86507936507937,0.7,North Carolina,4.0,64.35714285714286,0.75,Miami OH,13.0,Men
1999,1428,1117,80,58,1,65.85416666666666,0.8571428571428571,Utah,2.0,72.5187165775401,0.6071428571428571,Arkansas St,15.0,Men
2006,1196,1417,73,57,1,76.63888888888889,0.8181818181818182,Florida,3.0,67.63888888888889,0.8181818181818182,UCLA,2.0,Men
1985,1314,1323,60,58,1,72.33967391304347,0.7419354838709677,North Carolina,2.0,69.225,0.7142857142857143,Notre Dame,7.0,Men
2000,1396,1248,73,47,1,64.23076923076923,0.8387096774193549,Temple,2.0,72.25,0.7857142857142857,Lafayette,15.0,Men
2014,1112,1451,68,59,1,68.7,0.8823529411764706,Arizona,1.0,70.70855614973263,0.6071428571428571,Weber St,16.0,Men
2008,1390,1165,77,53,1,69.01373626373626,0.7878787878787878,Stanford,3.0,75.46666666666667,0.8076923076923077,Cornell,14.0,Men
1985,1385,1116,68,65,1,73.11111111111111,0.9,St John's,1.0,63.976190476190474,0.6363636363636364,Arkansas,9.0,Men
2022,1235,1458,54,49,1,64.54166666666667,0.625,Iowa St,11.0,68.6875,0.7741935483870968,Wisconsin,3.0,Men
1987,1234,1431,84,82,1,83.53999999999999,0.8620689655172413,Iowa,2.0,74.73188405797102,0.7931034482758621,UTEP,7.0,Men
2014,1438,1272,78,60,1,63.08333333333333,0.8235294117647058,Virginia,1.0,75.11363636363637,0.7096774193548387,Memphis,8.0,Men
2003,1268,1423,75,73,1,78.7953216374269,0.6785714285714286,Maryland,6.0,67.54166666666667,0.8,UNC Wilmington,11.0,Men
2007,1272,1317,73,58,1,75.86666666666667,0.9090909090909091,Memphis,2.0,75.07499999999999,0.6666666666666666,North Texas,15.0,Men
1995,1242,1159,82,68,1,77.75,0.8148148148148148,Kansas,1.0,75.20098039215686,0.5862068965517241,Colgate,16.0,Men
2025,1124,1280,75,72,1,74.64285714285714,0.5625,Baylor,9.0,78.89880952380952,0.6363636363636364,Mississippi St,8.0,Men
1994,1400,1443,91,77,1,88.23142857142857,0.78125,Texas,6.0,74.79736842105262,0.6551724137931034,WKU,11.0,Men
2010,1181,1139,61,59,1,75.41724137931034,0.8529411764705882,Duke,1.0,68.33928571428572,0.875,Butler,5.0,Men
1999,1307,1281,61,59,1,69.25,0.7419354838709677,New Mexico,9.0,70.0875,0.7142857142857143,Missouri,8.0,Men
1997,1307,1330,59,55,1,71.0776397515528,0.7666666666666667,New Mexico,3.0,70.16363636363636,0.6875,Old Dominion,14.0,Men
1987,1181,1462,65,60,1,75.0952380952381,0.7241379310344828,Duke,5.0,77.04166666666666,0.5384615384615384,Xavier,13.0,Men
2017,1462,1199,91,66,1,73.35714285714286,0.6176470588235294,Xavier,11.0,78.985,0.7575757575757576,Florida St,3.0,Men
2013,1266,1139,74,72,1,65.37228260869566,0.7419354838709677,Marquette,3.0,64.4975,0.7575757575757576,Butler,6.0,Men
1985,1437,1272,52,45,1,70.11315789473684,0.6551724137931034,Villanova,8.0,70.65384615384616,0.896551724137931,Memphis,2.0,Men
1998,1434,1279,70,69,1,68.98611111111111,0.6923076923076923,Valparaiso,13.0,77.3,0.7692307692307693,Mississippi,4.0,Men
2011,1243,1429,73,68,1,69.66904761904762,0.6774193548387096,Kansas St,5.0,66.07471264367815,0.90625,Utah St,12.0,Men
2024,1397,1400,62,58,1,76.14583333333334,0.75,Tennessee,2.0,75.275,0.625,Texas,7.0,Men
2001,1207,1214,76,57,1,73.61180124223603,0.7666666666666667,Georgetown,10.0,77.58333333333334,0.8,Hampton,15.0,Men
2022,1400,1439,81,73,1,66.91991341991343,0.65625,Texas,6.0,68.55253623188406,0.6571428571428571,Virginia Tech,11.0,Men
2018,1393,1113,60,56,1,66.44038461538462,0.6060606060606061,Syracuse,11.0,81.70227272727273,0.6451612903225806,Arizona St,11.0,Men
2001,1181,1268,95,84,1,88.11637931034483,0.8787878787878788,Duke,1.0,83.71428571428572,0.6774193548387096,Maryland,3.0,Men
1985,1314,1120,62,56,1,72.33967391304347,0.7419354838709677,North Carolina,2.0,69.60606060606061,0.6206896551724138,Auburn,11.0,Men
2011,1287,1257,62,61,1,65.29797979797979,0.7096774193548387,Morehead St,13.0,71.79111111111112,0.7352941176470589,Louisville,4.0,Men
1993,1140,1374,80,71,1,77.54166666666666,0.75,BYU,7.0,77.15079365079364,0.72,SMU,10.0,Men
1996,1393,1242,60,57,1,73.60416666666666,0.75,Syracuse,4.0,75.265,0.8620689655172413,Kansas,2.0,Men
2008,1257,1129,79,61,1,69.91666666666666,0.75,Louisville,3.0,79.22916666666666,0.75,Boise St,14.0,Men
